team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
VAN,2008,VAN,2008020740,VAN,MIN,HOME,20090131,Team Level,5on5,0.6453,0.6364,0.6379,2598.0,26.421,1.761,1.747,6.68,0.907,14.799,11.105,1.703,1.638,1.583,24.0,13.0,12.0,49.0,1.0,0.0,0.0,7.0,0.0,15.0,14.0,23.0,36.0,4.0,8.0,19.0,16.0,5.0,4.0,31.0,5.0,1.0,0.922,0.625,0.213,0.0,0.0,1.0,45.143,37.0,34.275,3.0,0.361,0.0,0.0,2.122,1.973,1.908,15.17,0.968,0.802,3.702,0.532,7.791,7.206,0.957,1.062,1.05,16.0,5.0,7.0,28.0,2.0,2.0,0.0,4.0,0.0,7.0,6.0,14.0,19.0,3.0,9.0,16.0,14.0,10.0,2.0,17.0,3.0,1.0,0.398,0.306,0.264,2.0,0.0,0.0,30.835,21.0,23.081,2.0,0.164,0.225,0.225,0.906,0.994,0.992
VAN,2008,VAN,2008020740,VAN,MIN,HOME,20090131,Team Level,4on5,0.079,0.1176,0.1818,448.0,1.284,0.079,0.041,0.133,0.04,0.415,1.291,0.079,0.079,0.079,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.01,0.0,0.0,0.088,0.088,0.088,5.797,0.921,0.444,1.208,0.214,4.148,2.065,0.921,0.921,0.921,7.0,2.0,6.0,15.0,1.0,0.0,0.0,2.0,0.0,4.0,2.0,6.0,8.0,1.0,2.0,4.0,2.0,1.0,0.0,7.0,0.0,2.0,0.042,0.0,0.88,0.0,0.0,1.0,15.0,9.0,9.0,0.0,0.125,0.0,0.0,1.046,1.046,1.046
VAN,2008,VAN,2008020740,VAN,MIN,HOME,20090131,Team Level,5on4,0.9697,0.95,0.9375,587.0,10.198,1.216,1.024,2.118,0.359,6.878,3.405,1.172,1.216,1.172,12.0,3.0,4.0,19.0,1.0,0.0,0.0,3.0,0.0,6.0,5.0,11.0,14.0,0.0,0.0,3.0,1.0,1.0,1.0,11.0,2.0,2.0,0.484,0.255,0.477,0.0,0.0,1.0,19.0,15.0,15.0,0.0,0.248,0.0,0.0,1.464,1.464,1.409,0.804,0.038,0.022,0.163,0.028,0.271,0.477,0.038,0.038,0.038,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.005,0.0,0.0,0.043,0.043,0.043
VAN,2008,VAN,2008020758,VAN,CAR,HOME,20090203,Team Level,other,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAN,2008,VAN,2008020758,VAN,CAR,HOME,20090203,Team Level,all,0.4209,0.4545,0.4533,3600.0,25.321,1.896,1.632,5.536,0.87,13.206,10.86,1.851,1.886,1.842,24.0,10.0,16.0,50.0,4.0,1.0,1.0,3.0,1.0,9.0,16.0,20.0,30.0,4.0,8.0,42.0,10.0,11.0,14.0,29.0,3.0,2.0,1.062,0.363,0.471,2.0,0.0,2.0,50.824,34.0,34.424,10.0,0.355,0.25,0.25,2.0,1.988,1.966,28.794,2.609,1.746,6.603,0.904,16.455,12.684,2.557,2.646,2.594,27.0,14.0,19.0,60.0,3.0,0.0,0.0,3.0,1.0,19.0,15.0,24.0,38.0,4.0,8.0,17.0,11.0,11.0,4.0,34.0,4.0,3.0,0.776,0.472,1.361,1.0,0.0,2.0,59.465,41.0,40.908,4.0,0.376,0.0,0.0,2.985,3.03,2.974
VAN,2008,VAN,2008020758,VAN,CAR,HOME,20090203,Team Level,5on5,0.4571,0.4235,0.4138,2785.0,17.893,1.2,1.074,3.792,0.502,9.288,8.146,1.165,1.19,1.156,18.0,6.0,12.0,36.0,2.0,1.0,1.0,1.0,1.0,8.0,11.0,16.0,22.0,4.0,8.0,28.0,9.0,8.0,13.0,21.0,2.0,1.0,0.683,0.266,0.25,1.0,0.0,1.0,36.824,24.0,24.424,9.0,0.218,0.25,0.25,1.167,1.155,1.147,23.683,1.425,1.434,5.667,0.774,13.499,11.201,1.409,1.463,1.446,21.0,13.0,15.0,49.0,1.0,0.0,0.0,3.0,1.0,15.0,14.0,20.0,33.0,4.0,8.0,12.0,11.0,10.0,4.0,29.0,4.0,1.0,0.752,0.472,0.201,1.0,0.0,0.0,48.465,34.0,33.908,4.0,0.291,0.0,0.0,1.716,1.761,1.742
VAN,2008,VAN,2008020758,VAN,CAR,HOME,20090203,Team Level,4on5,0.1573,0.0909,0.125,372.0,0.931,0.221,0.068,0.132,0.013,0.241,0.327,0.221,0.221,0.221,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.221,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.016,0.0,0.0,0.237,0.237,0.237,5.111,1.184,0.312,0.936,0.13,2.956,1.482,1.148,1.184,1.148,6.0,1.0,3.0,10.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,2.0,0.024,0.0,1.16,0.0,0.0,2.0,10.0,7.0,7.0,0.0,0.085,0.0,0.0,1.269,1.269,1.232
VAN,2008,VAN,2008020758,VAN,CAR,HOME,20090203,Team Level,5on4,1.0,1.0,1.0,373.0,6.497,0.476,0.491,1.613,0.355,3.677,2.388,0.465,0.476,0.465,5.0,4.0,4.0,13.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,4.0,8.0,0.0,0.0,8.0,1.0,1.0,0.0,8.0,1.0,0.0,0.379,0.097,0.0,1.0,0.0,0.0,13.0,9.0,9.0,0.0,0.12,0.0,0.0,0.596,0.596,0.582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAN,2008,VAN,2008020788,VAN,CHI,HOME,20090207,Team Level,other,1.0,0.8333,1.0,146.0,2.299,0.407,0.247,0.377,0.078,1.174,0.717,0.397,0.407,0.397,3.0,0.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.046,0.159,0.201,0.0,0.0,1.0,5.0,3.0,3.0,0.0,0.082,0.0,0.0,0.489,0.489,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAN,2008,VAN,2008020788,VAN,CHI,HOME,20090207,Team Level,all,0.4829,0.4234,0.439,3600.0,25.032,3.624,2.106,5.587,0.898,14.634,9.151,3.349,3.661,3.386,26.0,10.0,11.0,47.0,7.0,5.0,2.0,4.0,1.0,10.0,9.0,19.0,29.0,5.0,10.0,32.0,16.0,8.0,7.0,21.0,9.0,6.0,0.788,1.205,1.63,1.0,3.0,3.0,49.096,36.0,36.843,7.0,0.505,1.265,1.265,2.864,2.901,2.826,32.499,3.881,2.131,7.362,1.079,17.299,14.248,3.704,3.808,3.634,39.0,7.0,18.0,64.0,3.0,3.0,1.0,14.0,1.0,9.0,16.0,36.0,43.0,7.0,16.0,28.0,12.0,5.0,5.0,32.0,8.0,6.0,0.698,0.85,2.334,0.0,1.0,2.0,59.544,46.0,44.462,5.0,0.473,0.718,1.677,2.678,2.623,2.584
VAN,2008,VAN,2008020788,VAN,CHI,HOME,20090207,Team Level,5on5,0.3516,0.2769,0.3148,2515.0,11.756,1.337,0.804,2.885,0.429,6.807,4.739,1.32,1.375,1.357,13.0,4.0,1.0,18.0,3.0,1.0,1.0,1.0,0.0,7.0,5.0,10.0,14.0,5.0,10.0,15.0,13.0,7.0,6.0,11.0,4.0,2.0,0.285,0.562,0.49,0.0,2.0,1.0,20.096,17.0,17.843,6.0,0.167,0.14,0.14,1.364,1.402,1.396,26.196,2.466,1.706,6.433,0.904,14.44,11.05,2.356,2.393,2.286,30.0,7.0,10.0,47.0,1.0,3.0,1.0,13.0,0.0,8.0,12.0,29.0,36.0,4.0,8.0,21.0,10.0,4.0,3.0,26.0,7.0,4.0,0.615,0.714,1.137,0.0,0.0,1.0,42.544,37.0,35.462,3.0,0.351,0.718,0.947,1.87,1.815,1.778
VAN,2008,VAN,2008020788,VAN,CHI,HOME,20090207,Team Level,4on5,0.0,0.0714,0.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.565,1.234,0.333,0.712,0.128,2.384,1.209,1.168,1.234,1.168,6.0,0.0,7.0,13.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,2.0,0.038,0.0,1.196,0.0,0.0,1.0,13.0,6.0,6.0,0.0,0.1,0.0,0.729,0.605,0.605,0.603
VAN,2008,VAN,2008020788,VAN,CHI,HOME,20090207,Team Level,5on4,0.9126,0.8846,0.8421,556.0,10.977,1.88,1.055,2.326,0.391,6.653,3.695,1.631,1.88,1.631,10.0,6.0,7.0,23.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,7.0,13.0,0.0,0.0,11.0,2.0,0.0,0.0,9.0,4.0,3.0,0.457,0.484,0.94,1.0,1.0,1.0,23.0,16.0,16.0,0.0,0.256,1.125,1.125,1.01,1.01,0.952,1.737,0.18,0.092,0.217,0.048,0.474,1.988,0.18,0.18,0.18,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.045,0.135,0.0,0.0,1.0,0.0,3.0,3.0,3.0,2.0,0.022,0.0,0.0,0.203,0.203,0.203
VAN,2008,VAN,2008020801,VAN,STL,AWAY,20090210,Team Level,other,0.9251,0.625,0.6667,271.0,2.909,1.617,0.077,0.489,0.065,0.827,0.925,1.617,1.617,1.617,3.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,0.069,0.0,1.548,0.0,0.0,1.0,5.0,4.0,4.0,0.0,0.02,0.0,0.0,1.638,1.638,1.638,1.455,0.131,0.085,0.302,0.041,0.667,0.774,0.131,0.131,0.131,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.042,0.089,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.02,0.0,0.0,0.151,0.151,0.151
VAN,2008,VAN,2008020801,VAN,STL,AWAY,20090210,Team Level,all,0.6863,0.5688,0.5375,3600.0,32.106,4.726,1.846,7.531,1.0,15.598,12.299,4.687,4.779,4.739,30.0,13.0,19.0,62.0,6.0,3.0,2.0,6.0,1.0,12.0,15.0,24.0,37.0,6.0,15.0,42.0,18.0,5.0,7.0,33.0,4.0,6.0,0.711,0.427,3.588,2.0,1.0,3.0,62.083,43.0,43.038,7.0,0.425,1.141,1.141,4.009,4.053,4.039,26.926,2.16,1.68,6.445,0.844,14.882,10.989,2.133,2.132,2.104,28.0,9.0,10.0,47.0,4.0,1.0,1.0,6.0,0.0,9.0,17.0,24.0,33.0,8.0,19.0,32.0,21.0,0.0,5.0,27.0,9.0,1.0,0.873,1.049,0.238,2.0,2.0,0.0,47.047,37.0,37.251,4.0,0.366,0.111,0.111,2.414,2.381,2.365
VAN,2008,VAN,2008020801,VAN,STL,AWAY,20090210,Team Level,5on5,0.508,0.557,0.5172,2857.0,22.448,1.549,1.342,5.659,0.749,11.161,9.54,1.536,1.602,1.588,21.0,9.0,14.0,44.0,3.0,2.0,1.0,5.0,0.0,8.0,12.0,18.0,27.0,4.0,11.0,32.0,17.0,2.0,5.0,24.0,4.0,2.0,0.58,0.427,0.542,2.0,1.0,0.0,44.083,30.0,30.038,5.0,0.28,0.229,0.229,1.599,1.643,1.636,20.595,1.5,1.281,5.238,0.64,11.365,7.976,1.497,1.471,1.469,20.0,8.0,7.0,35.0,2.0,0.0,0.0,5.0,0.0,7.0,14.0,18.0,26.0,6.0,15.0,25.0,20.0,0.0,4.0,22.0,5.0,1.0,0.651,0.611,0.238,1.0,1.0,0.0,35.047,28.0,28.251,3.0,0.266,0.0,0.0,1.766,1.732,1.728
VAN,2008,VAN,2008020801,VAN,STL,AWAY,20090210,Team Level,4on5,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.484,0.429,0.274,0.66,0.121,2.364,1.152,0.404,0.429,0.404,4.0,1.0,1.0,6.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.169,0.26,0.0,1.0,1.0,0.0,6.0,5.0,5.0,0.0,0.069,0.111,0.111,0.387,0.387,0.374
VAN,2008,VAN,2008020801,VAN,STL,AWAY,20090210,Team Level,5on4,0.9392,0.8125,0.8182,426.0,6.749,1.56,0.427,1.383,0.185,3.611,1.833,1.534,1.56,1.534,6.0,3.0,4.0,13.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,4.0,7.0,1.0,2.0,7.0,0.0,1.0,2.0,7.0,0.0,2.0,0.061,0.0,1.499,0.0,0.0,2.0,13.0,9.0,9.0,2.0,0.124,0.912,0.912,0.772,0.772,0.765,1.392,0.101,0.041,0.245,0.042,0.485,1.087,0.101,0.101,0.101,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.011,0.089,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.011,0.0,0.0,0.112,0.112,0.112
VAN,2008,VAN,2008020816,VAN,ARI,AWAY,20090212,Team Level,other,0.5829,0.4444,0.2857,195.0,1.33,0.408,0.072,0.261,0.046,0.603,0.61,0.408,0.408,0.408,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.029,0.0,0.379,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.017,0.0,0.0,0.425,0.425,0.425,3.637,0.292,0.175,0.735,0.137,1.909,1.752,0.292,0.292,0.292,4.0,1.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,1.0,0.076,0.0,0.215,1.0,0.0,0.0,5.0,5.0,5.0,0.0,0.047,0.0,0.0,0.339,0.339,0.339
VAN,2008,VAN,2008020816,VAN,ARI,AWAY,20090212,Team Level,all,0.5385,0.6148,0.5581,3600.0,33.78,2.629,2.012,8.37,1.135,19.011,14.843,2.618,2.635,2.624,32.0,16.0,27.0,75.0,4.0,4.0,1.0,6.0,0.0,14.0,20.0,28.0,44.0,4.0,10.0,31.0,23.0,0.0,2.0,43.0,2.0,3.0,0.876,0.285,1.467,2.0,1.0,1.0,73.436,48.0,47.147,2.0,0.432,1.011,1.011,2.049,2.059,2.053,26.625,2.253,1.727,6.399,0.946,14.256,12.419,2.21,2.213,2.173,28.0,10.0,9.0,47.0,3.0,4.0,0.0,9.0,0.0,9.0,13.0,25.0,35.0,7.0,14.0,32.0,34.0,3.0,1.0,29.0,5.0,4.0,0.625,0.741,0.887,1.0,1.0,1.0,47.129,38.0,37.835,0.0,0.39,0.513,0.513,2.13,2.101,2.094
VAN,2008,VAN,2008020816,VAN,ARI,AWAY,20090212,Team Level,5on5,0.4747,0.6354,0.5672,2895.0,26.649,1.314,1.529,6.871,0.917,15.033,12.336,1.307,1.32,1.314,24.0,14.0,23.0,61.0,3.0,2.0,0.0,6.0,0.0,11.0,16.0,21.0,35.0,2.0,6.0,25.0,20.0,0.0,2.0,35.0,2.0,1.0,0.809,0.285,0.22,2.0,1.0,0.0,59.436,38.0,37.147,2.0,0.31,0.137,0.137,1.487,1.496,1.49,19.781,1.454,1.226,5.063,0.719,10.734,9.803,1.412,1.414,1.375,22.0,7.0,6.0,35.0,1.0,4.0,0.0,7.0,0.0,9.0,8.0,21.0,28.0,6.0,12.0,23.0,31.0,3.0,1.0,24.0,3.0,2.0,0.508,0.478,0.468,0.0,1.0,0.0,35.129,29.0,28.835,0.0,0.252,0.513,0.513,1.193,1.164,1.157
VAN,2008,VAN,2008020816,VAN,ARI,AWAY,20090212,Team Level,4on5,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.207,0.507,0.327,0.602,0.09,1.612,0.863,0.507,0.507,0.507,2.0,2.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,0.04,0.263,0.203,0.0,0.0,1.0,6.0,4.0,4.0,0.0,0.091,0.0,0.0,0.598,0.598,0.598
VAN,2008,VAN,2008020816,VAN,ARI,AWAY,20090212,Team Level,5on4,1.0,0.9091,1.0,249.0,5.802,0.907,0.411,1.238,0.172,3.375,1.897,0.903,0.907,0.903,7.0,1.0,2.0,10.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,6.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.039,0.0,0.868,0.0,0.0,1.0,10.0,8.0,8.0,0.0,0.105,0.874,0.874,0.138,0.138,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAN,2008,VAN,2008020823,VAN,DAL,AWAY,20090213,Team Level,other,0.7571,0.8,0.6667,129.0,1.631,0.614,0.125,0.224,0.041,0.797,0.2,0.57,0.614,0.57,2.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.082,0.532,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.043,0.532,0.532,0.125,0.125,0.123,0.626,0.197,0.062,0.093,0.046,0.437,0.165,0.197,0.197,0.197,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.197,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.022,0.0,0.0,0.22,0.22,0.22
VAN,2008,VAN,2008020823,VAN,DAL,AWAY,20090213,Team Level,all,0.5046,0.5545,0.5455,3600.0,34.233,2.312,2.47,8.194,1.106,18.882,15.035,2.251,2.384,2.322,33.0,15.0,13.0,61.0,1.0,3.0,0.0,9.0,1.0,14.0,20.0,32.0,47.0,4.0,8.0,34.0,34.0,5.0,8.0,40.0,7.0,1.0,0.987,0.793,0.532,1.0,0.0,0.0,62.145,48.0,48.637,5.0,0.582,0.593,0.593,2.301,2.384,2.361,27.612,2.27,1.75,6.477,0.905,15.503,13.095,2.171,2.219,2.121,30.0,10.0,9.0,49.0,2.0,1.0,0.0,9.0,0.0,15.0,13.0,28.0,38.0,4.0,8.0,27.0,45.0,12.0,9.0,33.0,5.0,2.0,1.02,0.751,0.498,1.0,0.0,1.0,47.897,40.0,39.267,3.0,0.381,0.25,0.25,2.401,2.34,2.25
VAN,2008,VAN,2008020823,VAN,DAL,AWAY,20090213,Team Level,5on5,0.5139,0.5119,0.5147,2662.0,24.901,1.55,1.477,6.193,0.791,13.595,11.394,1.534,1.622,1.604,23.0,12.0,8.0,43.0,1.0,1.0,0.0,6.0,1.0,10.0,16.0,22.0,34.0,3.0,6.0,24.0,30.0,4.0,8.0,29.0,6.0,0.0,0.839,0.711,0.0,1.0,0.0,0.0,44.145,35.0,35.637,5.0,0.303,0.043,0.043,1.811,1.893,1.874,22.516,1.466,1.35,5.561,0.73,12.944,10.95,1.428,1.416,1.378,24.0,9.0,8.0,41.0,1.0,1.0,0.0,8.0,0.0,11.0,12.0,23.0,32.0,4.0,8.0,20.0,39.0,10.0,8.0,29.0,3.0,1.0,0.839,0.376,0.25,1.0,0.0,0.0,39.897,33.0,32.267,3.0,0.275,0.25,0.25,1.491,1.431,1.408
VAN,2008,VAN,2008020823,VAN,DAL,AWAY,20090213,Team Level,4on5,0.0366,0.1667,0.2,342.0,0.756,0.021,0.027,0.098,0.019,0.25,0.586,0.021,0.021,0.021,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.006,0.0,0.0,0.027,0.027,0.027,3.003,0.552,0.284,0.562,0.094,1.691,0.817,0.491,0.552,0.491,4.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.126,0.178,0.248,0.0,0.0,1.0,5.0,4.0,4.0,0.0,0.071,0.0,0.0,0.623,0.623,0.554
VAN,2008,VAN,2008020823,VAN,DAL,AWAY,20090213,Team Level,5on4,0.7033,0.8667,0.8333,467.0,6.945,0.128,0.842,1.679,0.256,4.24,2.855,0.127,0.128,0.127,7.0,3.0,3.0,13.0,0.0,1.0,0.0,3.0,0.0,4.0,2.0,7.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.128,0.0,0.0,0.0,0.0,0.0,13.0,10.0,10.0,0.0,0.23,0.019,0.019,0.339,0.339,0.337,1.467,0.054,0.055,0.26,0.036,0.432,1.162,0.054,0.054,0.054,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.013,0.0,0.0,0.067,0.067,0.067
