team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
VAN,2014,VAN,2014020217,VAN,ANA,AWAY,20141109,Team Level,all,0.5192,0.5038,0.5354,3900.0,37.501,2.439,2.482,9.017,1.303,21.665,16.094,2.36,2.534,2.452,35.0,18.0,13.0,66.0,1.0,4.0,1.0,7.0,2.0,14.0,25.0,34.0,52.0,4.0,14.0,34.0,22.0,5.0,13.0,45.0,6.0,2.0,1.097,0.829,0.512,0.0,0.0,1.0,67.322,53.0,53.884,7.0,0.53,0.845,0.845,2.124,2.194,2.155,32.219,2.259,1.916,8.063,1.12,17.516,15.126,2.197,2.199,2.138,29.0,17.0,19.0,65.0,1.0,2.0,0.0,9.0,0.0,14.0,20.0,28.0,45.0,6.0,18.0,35.0,29.0,6.0,12.0,37.0,9.0,0.0,1.047,1.212,0.0,0.0,1.0,0.0,63.694,46.0,45.088,7.0,0.407,0.342,0.342,2.324,2.261,2.225
VAN,2014,VAN,2014020217,VAN,ANA,AWAY,20141109,Team Level,5on5,0.608,0.5049,0.5526,2217.0,29.659,2.151,1.894,7.287,0.972,17.056,12.64,2.075,2.247,2.167,29.0,13.0,10.0,52.0,1.0,4.0,1.0,7.0,1.0,11.0,18.0,28.0,41.0,3.0,9.0,29.0,20.0,5.0,10.0,35.0,5.0,2.0,0.897,0.742,0.512,0.0,0.0,1.0,53.322,42.0,42.884,7.0,0.387,0.845,0.845,1.693,1.763,1.731,23.684,1.387,1.384,5.943,0.798,13.597,10.891,1.378,1.327,1.318,20.0,14.0,17.0,51.0,0.0,1.0,0.0,7.0,0.0,11.0,15.0,20.0,34.0,6.0,18.0,28.0,25.0,4.0,11.0,30.0,4.0,0.0,0.754,0.633,0.0,0.0,0.0,0.0,49.694,34.0,33.088,6.0,0.28,0.194,0.194,1.473,1.41,1.402
VAN,2014,VAN,2014020217,VAN,ANA,AWAY,20141109,Team Level,4on5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848,0.089,0.049,0.39,0.039,0.304,0.129,0.089,0.089,0.089,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.089,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.016,0.0,0.0,0.104,0.104,0.104
VAN,2014,VAN,2014020217,VAN,ANA,AWAY,20141109,Team Level,5on4,0.381,0.8889,0.8333,360.0,3.327,0.04,0.353,0.634,0.125,2.688,1.161,0.038,0.04,0.038,4.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,5.0,1.0,5.0,3.0,0.0,0.0,2.0,5.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,8.0,5.0,5.0,0.0,0.085,0.0,0.0,0.125,0.125,0.118,0.754,0.065,0.03,0.127,0.017,0.23,0.531,0.065,0.065,0.065,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.007,0.0,0.0,0.072,0.072,0.072
VAN,2014,VAN,2014020230,VAN,OTT,HOME,20141111,Team Level,other,1.0,0.8,1.0,0.0,3.29,0.467,0.211,0.597,0.091,1.336,1.298,0.467,0.467,0.467,3.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.055,0.0,0.412,1.0,0.0,0.0,4.0,4.0,4.0,0.0,0.05,0.0,0.0,0.518,0.518,0.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAN,2014,VAN,2014020230,VAN,OTT,HOME,20141111,Team Level,all,0.6507,0.5758,0.6184,3845.0,34.941,2.617,2.553,7.103,0.977,19.712,14.038,2.566,2.553,2.503,37.0,10.0,10.0,57.0,4.0,0.0,0.0,13.0,1.0,14.0,15.0,33.0,43.0,1.0,2.0,31.0,18.0,8.0,12.0,37.0,8.0,2.0,1.172,1.033,0.412,4.0,0.0,0.0,55.956,47.0,46.3,7.0,0.538,0.0,0.0,3.156,3.076,3.013,20.756,1.405,1.334,5.186,0.661,11.73,8.684,1.39,1.457,1.441,24.0,5.0,13.0,42.0,3.0,2.0,2.0,7.0,1.0,7.0,9.0,21.0,26.0,2.0,4.0,30.0,28.0,8.0,9.0,25.0,2.0,2.0,0.629,0.187,0.59,1.0,0.0,2.0,42.564,29.0,29.228,6.0,0.279,0.59,0.638,1.046,1.074,1.069
VAN,2014,VAN,2014020230,VAN,OTT,HOME,20141111,Team Level,5on5,0.5457,0.5412,0.5714,3485.0,26.72,1.671,1.948,5.587,0.739,15.444,10.611,1.631,1.607,1.568,28.0,8.0,10.0,46.0,3.0,0.0,0.0,11.0,1.0,12.0,9.0,25.0,33.0,1.0,2.0,25.0,15.0,7.0,11.0,31.0,5.0,0.0,0.987,0.683,0.0,3.0,0.0,0.0,44.956,36.0,35.3,7.0,0.395,0.0,0.0,2.066,1.987,1.939,19.368,1.391,1.187,4.863,0.63,10.792,8.137,1.375,1.443,1.427,23.0,4.0,12.0,39.0,3.0,2.0,2.0,6.0,1.0,6.0,9.0,20.0,24.0,2.0,4.0,27.0,25.0,6.0,7.0,23.0,2.0,2.0,0.615,0.187,0.59,1.0,0.0,2.0,39.564,27.0,27.228,6.0,0.242,0.59,0.638,0.995,1.024,1.018
VAN,2014,VAN,2014020230,VAN,OTT,HOME,20141111,Team Level,4on5,0.9209,0.3333,0.3333,120.0,0.816,0.163,0.056,0.066,0.026,0.202,0.487,0.163,0.163,0.163,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.163,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.012,0.0,0.0,0.175,0.175,0.175,1.388,0.014,0.147,0.323,0.031,0.938,0.546,0.014,0.014,0.014,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.037,0.0,0.0,0.051,0.051,0.051
VAN,2014,VAN,2014020230,VAN,OTT,HOME,20141111,Team Level,5on4,1.0,1.0,1.0,240.0,4.115,0.317,0.339,0.853,0.12,2.729,1.642,0.305,0.317,0.305,5.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,5.0,6.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,2.0,0.0,0.13,0.187,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.081,0.0,0.0,0.397,0.397,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAN,2014,VAN,2014020247,VAN,ARI,HOME,20141114,Team Level,other,0.1629,0.5,0.4286,234.0,2.219,0.058,0.083,0.566,0.06,1.009,1.223,0.058,0.058,0.058,2.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.058,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.019,0.0,0.0,0.077,0.077,0.077,2.842,0.298,0.213,0.765,0.112,1.489,1.122,0.279,0.298,0.279,2.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.02,0.278,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.064,0.158,0.158,0.204,0.204,0.202
VAN,2014,VAN,2014020247,VAN,ARI,HOME,20141114,Team Level,all,0.4846,0.625,0.5802,3600.0,32.277,1.876,2.035,7.421,1.061,20.02,14.587,1.827,1.768,1.72,35.0,12.0,23.0,70.0,0.0,0.0,0.0,8.0,0.0,17.0,22.0,35.0,47.0,6.0,15.0,31.0,24.0,4.0,11.0,39.0,8.0,0.0,0.911,0.965,0.0,0.0,0.0,0.0,65.34,47.0,44.32,9.0,0.439,0.0,0.0,2.315,2.185,2.127,24.397,1.995,1.7,6.04,0.798,13.633,9.834,1.961,2.173,2.136,23.0,11.0,8.0,42.0,5.0,1.0,0.0,9.0,0.0,8.0,11.0,18.0,29.0,5.0,13.0,37.0,21.0,4.0,6.0,25.0,8.0,1.0,0.614,1.045,0.336,2.0,2.0,1.0,46.609,34.0,37.312,6.0,0.391,0.158,0.158,2.229,2.438,2.414
VAN,2014,VAN,2014020247,VAN,ARI,HOME,20141114,Team Level,5on5,0.473,0.6071,0.5593,2847.0,22.351,1.2,1.303,5.355,0.756,13.911,10.474,1.188,1.092,1.081,25.0,8.0,18.0,51.0,0.0,0.0,0.0,6.0,0.0,13.0,14.0,25.0,33.0,4.0,11.0,22.0,22.0,4.0,11.0,28.0,5.0,0.0,0.633,0.567,0.0,0.0,0.0,0.0,46.34,33.0,30.32,9.0,0.263,0.0,0.0,1.463,1.334,1.32,18.725,1.337,1.232,4.688,0.598,10.37,7.776,1.322,1.514,1.497,18.0,8.0,7.0,33.0,4.0,0.0,0.0,8.0,0.0,8.0,6.0,14.0,22.0,5.0,13.0,30.0,19.0,2.0,5.0,20.0,6.0,0.0,0.57,0.767,0.0,2.0,2.0,0.0,37.609,26.0,29.312,5.0,0.254,0.0,0.0,1.591,1.8,1.779
VAN,2014,VAN,2014020247,VAN,ARI,HOME,20141114,Team Level,4on5,0.0137,0.2857,0.2,247.0,0.795,0.005,0.01,0.052,0.021,0.217,0.694,0.005,0.005,0.005,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.003,0.0,0.0,0.008,0.008,0.008,2.83,0.36,0.254,0.587,0.088,1.774,0.936,0.36,0.36,0.36,3.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,1.0,0.024,0.0,0.336,0.0,0.0,1.0,5.0,4.0,4.0,0.0,0.073,0.0,0.0,0.434,0.434,0.434
VAN,2014,VAN,2014020247,VAN,ARI,HOME,20141114,Team Level,5on4,1.0,1.0,1.0,272.0,6.913,0.612,0.638,1.447,0.223,4.883,2.196,0.575,0.612,0.575,7.0,3.0,3.0,13.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,7.0,10.0,1.0,2.0,4.0,1.0,0.0,0.0,7.0,3.0,0.0,0.215,0.398,0.0,0.0,0.0,0.0,13.0,10.0,10.0,0.0,0.153,0.0,0.0,0.765,0.765,0.721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VAN,2014,VAN,2014020279,VAN,EDM,AWAY,20141119,Team Level,other,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.782,0.477,0.417,0.864,0.161,3.887,1.194,0.457,0.477,0.457,5.0,2.0,2.0,9.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,5.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,0.221,0.256,0.0,0.0,0.0,0.0,9.0,7.0,7.0,0.0,0.111,0.0,0.0,0.588,0.588,0.56
VAN,2014,VAN,2014020279,VAN,EDM,AWAY,20141119,Team Level,all,0.5881,0.5,0.4944,3600.0,32.78,4.278,2.037,7.075,0.979,16.654,12.977,4.238,4.448,4.406,31.0,13.0,15.0,59.0,5.0,1.0,0.0,5.0,1.0,13.0,19.0,26.0,39.0,7.0,20.0,37.0,17.0,8.0,11.0,31.0,6.0,7.0,0.922,0.747,2.609,1.0,0.0,4.0,63.062,44.0,46.893,4.0,0.466,0.211,0.211,4.534,4.721,4.675,32.909,2.996,2.364,7.19,1.043,19.063,12.344,2.926,2.856,2.791,32.0,13.0,14.0,59.0,4.0,3.0,0.0,6.0,2.0,13.0,17.0,28.0,41.0,7.0,20.0,24.0,18.0,6.0,19.0,31.0,12.0,2.0,1.146,1.357,0.493,3.0,1.0,0.0,56.156,45.0,43.007,13.0,0.528,0.645,0.645,2.879,2.768,2.724
VAN,2014,VAN,2014020279,VAN,EDM,AWAY,20141119,Team Level,5on5,0.5203,0.5281,0.5231,2727.0,24.803,2.063,1.589,5.787,0.759,13.423,10.379,2.026,2.234,2.194,23.0,11.0,13.0,47.0,2.0,1.0,0.0,4.0,1.0,12.0,14.0,21.0,32.0,6.0,18.0,28.0,16.0,7.0,7.0,26.0,6.0,2.0,0.857,0.747,0.459,1.0,0.0,1.0,51.062,34.0,36.893,2.0,0.329,0.211,0.211,2.182,2.369,2.325,22.797,1.902,1.585,5.27,0.72,12.456,9.067,1.854,1.763,1.718,22.0,9.0,11.0,42.0,3.0,3.0,0.0,4.0,0.0,8.0,13.0,19.0,28.0,7.0,20.0,15.0,15.0,6.0,14.0,24.0,5.0,2.0,0.81,0.599,0.493,3.0,0.0,0.0,39.156,31.0,29.007,11.0,0.328,0.645,0.645,1.586,1.475,1.459
VAN,2014,VAN,2014020279,VAN,EDM,AWAY,20141119,Team Level,4on5,0.3647,0.25,0.2857,261.0,1.561,0.271,0.063,0.153,0.035,0.401,1.078,0.271,0.271,0.271,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.022,0.0,0.248,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.014,0.0,0.0,0.284,0.284,0.284,3.717,0.472,0.314,0.804,0.113,2.276,1.02,0.472,0.472,0.472,3.0,2.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,4.0,0.0,0.07,0.402,0.0,0.0,1.0,0.0,6.0,5.0,5.0,0.0,0.078,0.0,0.0,0.55,0.55,0.55
VAN,2014,VAN,2014020279,VAN,EDM,AWAY,20141119,Team Level,5on4,0.931,0.8333,0.8,445.0,6.416,1.944,0.385,1.136,0.185,2.83,1.52,1.942,1.944,1.942,6.0,2.0,2.0,10.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,6.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,4.0,0.043,0.0,1.901,0.0,0.0,2.0,10.0,8.0,8.0,0.0,0.124,0.0,0.0,2.068,2.068,2.065,1.613,0.144,0.049,0.251,0.049,0.444,1.063,0.144,0.144,0.144,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,0.044,0.099,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.011,0.0,0.0,0.155,0.155,0.155
VAN,2014,VAN,2014020288,VAN,ANA,HOME,20141120,Team Level,other,0.46,0.3571,0.375,38.0,1.93,0.184,0.129,0.292,0.074,1.477,0.844,0.182,0.184,0.182,2.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,0.099,0.085,0.0,1.0,0.0,0.0,5.0,3.0,3.0,0.0,0.032,0.0,0.0,0.216,0.216,0.213,3.386,0.216,0.204,0.751,0.101,1.884,1.844,0.207,0.216,0.207,5.0,0.0,4.0,9.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,5.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,0.13,0.086,0.0,0.0,0.0,0.0,9.0,5.0,5.0,0.0,0.051,0.0,0.0,0.267,0.267,0.255
VAN,2014,VAN,2014020288,VAN,ANA,HOME,20141120,Team Level,all,0.5014,0.5586,0.5507,3900.0,26.005,1.967,1.762,5.376,0.822,14.796,13.276,1.919,1.885,1.838,28.0,10.0,24.0,62.0,3.0,1.0,0.0,6.0,0.0,15.0,13.0,25.0,35.0,3.0,6.0,36.0,21.0,8.0,9.0,27.0,11.0,0.0,0.737,1.23,0.0,1.0,2.0,0.0,59.122,38.0,36.766,8.0,0.377,0.198,0.198,2.147,2.05,2.025,22.37,1.956,1.458,5.807,0.78,11.695,9.304,1.836,2.059,1.933,26.0,5.0,18.0,49.0,3.0,2.0,1.0,9.0,0.0,9.0,8.0,23.0,28.0,1.0,2.0,31.0,20.0,6.0,8.0,25.0,4.0,2.0,0.812,0.502,0.642,1.0,1.0,1.0,50.521,31.0,31.985,7.0,0.315,0.365,0.365,1.906,2.005,1.977
VAN,2014,VAN,2014020288,VAN,ANA,HOME,20141120,Team Level,5on5,0.4943,0.5843,0.5614,3382.0,22.073,1.683,1.548,4.745,0.693,12.339,10.991,1.637,1.601,1.556,25.0,7.0,20.0,52.0,2.0,1.0,0.0,5.0,0.0,13.0,11.0,23.0,30.0,3.0,6.0,27.0,18.0,5.0,7.0,23.0,9.0,0.0,0.623,1.06,0.0,0.0,2.0,0.0,49.122,32.0,30.766,7.0,0.322,0.198,0.198,1.807,1.71,1.689,18.447,1.722,1.171,4.933,0.644,9.323,7.207,1.612,1.824,1.709,20.0,5.0,12.0,37.0,3.0,2.0,1.0,6.0,0.0,6.0,8.0,17.0,22.0,1.0,2.0,27.0,18.0,4.0,8.0,20.0,3.0,2.0,0.664,0.416,0.642,1.0,1.0,1.0,38.521,25.0,25.985,7.0,0.242,0.365,0.365,1.598,1.697,1.682
VAN,2014,VAN,2014020288,VAN,ANA,HOME,20141120,Team Level,4on5,0.4545,0.4,0.6667,360.0,1.303,0.015,0.042,0.205,0.036,0.473,1.228,0.015,0.015,0.015,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,5.0,2.0,3.0,1.0,2.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.013,0.0,0.0,0.028,0.028,0.028,0.538,0.018,0.083,0.123,0.035,0.488,0.253,0.018,0.018,0.018,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.022,0.0,0.0,0.04,0.04,0.04
VAN,2014,VAN,2014020288,VAN,ANA,HOME,20141120,Team Level,5on4,1.0,1.0,1.0,120.0,0.7,0.085,0.042,0.134,0.019,0.507,0.213,0.085,0.085,0.085,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.01,0.0,0.0,0.095,0.095,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAN,2014,VAN,2014020311,VAN,CHI,HOME,20141123,Team Level,other,0.8419,0.2,0.3333,98.0,0.831,0.932,0.014,0.006,0.004,0.021,0.022,0.932,0.932,0.932,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.932,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.003,0.0,0.0,0.936,0.936,0.936,1.491,0.175,0.157,0.219,0.043,0.99,0.415,0.175,0.175,0.175,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.032,0.143,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.053,0.0,0.0,0.228,0.228,0.228
VAN,2014,VAN,2014020311,VAN,CHI,HOME,20141123,Team Level,all,0.653,0.5182,0.5513,3600.0,29.724,3.638,2.199,6.405,1.177,17.334,12.246,3.555,3.59,3.508,30.0,13.0,14.0,57.0,4.0,1.0,1.0,11.0,1.0,10.0,16.0,26.0,39.0,4.0,8.0,36.0,12.0,8.0,11.0,31.0,10.0,2.0,1.177,1.185,1.276,1.0,1.0,2.0,56.414,43.0,42.86,8.0,0.459,0.344,0.402,3.696,3.633,3.579,23.882,1.933,1.545,5.13,0.737,14.31,11.344,1.927,1.969,1.963,25.0,10.0,18.0,53.0,1.0,0.0,0.0,9.0,1.0,8.0,16.0,24.0,34.0,2.0,4.0,27.0,10.0,4.0,3.0,30.0,4.0,1.0,0.888,0.458,0.588,0.0,0.0,1.0,53.087,35.0,35.111,3.0,0.351,0.0,0.0,2.284,2.326,2.317
VAN,2014,VAN,2014020311,VAN,CHI,HOME,20141123,Team Level,5on5,0.6969,0.573,0.5938,2890.0,26.366,2.396,1.94,5.926,1.078,15.388,11.272,2.336,2.349,2.289,27.0,11.0,13.0,51.0,3.0,1.0,1.0,10.0,1.0,9.0,14.0,24.0,35.0,4.0,8.0,31.0,11.0,6.0,8.0,29.0,8.0,1.0,1.095,0.957,0.344,1.0,1.0,1.0,50.414,38.0,37.86,6.0,0.398,0.344,0.402,2.393,2.33,2.301,17.539,1.042,1.052,4.022,0.566,10.529,8.789,1.037,1.078,1.073,19.0,7.0,12.0,38.0,0.0,0.0,0.0,6.0,1.0,6.0,13.0,19.0,26.0,2.0,4.0,22.0,10.0,2.0,3.0,23.0,3.0,0.0,0.727,0.315,0.0,0.0,0.0,0.0,38.087,26.0,26.111,3.0,0.209,0.0,0.0,1.251,1.293,1.287
VAN,2014,VAN,2014020311,VAN,CHI,HOME,20141123,Team Level,4on5,0.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.316,0.609,0.278,0.603,0.088,2.323,1.1,0.608,0.609,0.608,3.0,2.0,4.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,1.0,0.022,0.0,0.588,0.0,0.0,1.0,9.0,5.0,5.0,0.0,0.076,0.0,0.0,0.685,0.685,0.682
