,home_or_away,avgGoalDif,avgHF,winStreak,avgPPG,daysSinceLast,win
525,1,-0.75,23.75,1.0,0.75,3.0,True
526,1,0.0,25.0,2.0,1.0,2.0,False
527,0,-0.5,20.75,0.0,1.0,2.0,True
528,0,0.375,22.0,1.0,1.25,1.0,True
529,1,0.625,20.375,2.0,1.5,2.0,True
530,1,0.875,19.5,3.0,1.5,2.0,False
531,1,0.375,19.25,0.0,1.25,2.0,False
532,0,0.75,19.625,0.0,1.25,2.0,True
533,0,0.75,20.0,1.0,1.25,1.0,False
534,0,0.375,20.0,0.0,1.0,2.0,False
535,0,0.625,22.375,0.0,1.0,2.0,False
536,1,0.125,21.75,0.0,0.75,2.0,False
537,1,-0.125,20.75,0.0,0.5,3.0,True
538,1,0.125,19.75,1.0,0.5,2.0,True
539,0,0.0,0.0,0.0,0.0,0.0,True
540,1,0.0,0.0,1.0,0.0,3.0,False
541,0,0.0,0.0,0.0,0.0,2.0,False
542,0,0.0,0.0,0.0,0.0,1.0,True
543,1,0.0,0.0,1.0,0.0,3.0,False
544,1,0.0,0.0,0.0,0.0,2.0,False
545,1,0.0,0.0,0.0,0.0,4.0,False
546,1,0.0,0.0,0.0,0.0,2.0,False
547,1,0.25,18.0,0.0,0.5,3.0,True
548,0,0.25,18.125,1.0,0.5,2.0,False
549,0,0.25,18.375,0.0,0.5,1.0,True
550,1,0.375,18.375,1.0,0.75,3.0,True
551,1,0.375,18.25,2.0,0.75,2.0,False
552,0,0.375,17.375,0.0,0.75,3.0,False
553,0,0.375,15.5,0.0,0.75,1.0,False
554,0,0.375,14.875,0.0,0.75,2.0,True
555,0,0.75,16.125,1.0,1.0,2.0,False
556,0,0.125,16.375,0.0,0.75,2.0,False
557,0,0.0,16.25,0.0,0.75,2.0,False
558,0,-0.25,16.375,0.0,0.5,2.0,False
559,1,-1.0,15.75,0.0,0.25,3.0,True
560,1,-0.5,16.875,1.0,0.5,1.0,False
561,0,-0.5,17.375,0.0,0.5,3.0,True
562,0,-0.25,17.875,1.0,0.75,2.0,False
563,0,-0.5,18.0,0.0,0.5,3.0,False
564,0,-0.875,19.125,0.0,0.5,1.0,False
565,1,-0.75,21.75,0.0,0.5,2.0,False
566,1,-0.875,21.125,0.0,0.5,2.0,False
567,1,-1.0,21.625,0.0,0.5,2.0,True
568,1,-1.0,22.5,1.0,0.5,2.0,True
569,0,-0.75,21.875,2.0,0.75,4.0,False
570,0,-1.375,24.875,0.0,0.5,2.0,False
571,0,-1.875,24.125,0.0,0.5,2.0,False
572,0,-1.625,22.5,0.0,0.5,1.0,False
573,0,-1.5,20.125,0.0,0.5,2.0,False
574,0,-1.25,20.875,0.0,0.5,2.0,True
575,1,-0.625,20.875,1.0,0.75,4.0,True
576,1,-0.875,21.0,2.0,0.75,2.0,False
577,1,-1.625,21.75,0.0,0.5,4.0,False
578,1,-1.125,19.25,0.0,0.5,3.0,False
579,1,-0.75,19.0,0.0,0.5,2.0,True
580,1,-0.375,18.375,1.0,0.75,3.0,False
581,1,-0.5,17.5,0.0,0.75,2.0,True
582,0,-0.375,15.875,1.0,1.0,3.0,False
583,0,-0.875,14.375,0.0,0.75,1.0,True
584,0,-0.875,13.375,1.0,0.75,2.0,False
585,0,-0.25,14.75,0.0,0.75,2.0,False
586,0,-0.375,16.0,0.0,0.75,2.0,True
587,0,0.0,17.25,1.0,1.0,2.0,False
588,1,-0.25,19.25,0.0,0.75,3.0,False
589,1,-0.25,19.125,0.0,0.75,9.0,False
590,1,-0.375,18.375,0.0,0.5,2.0,False
591,0,-0.375,19.125,0.0,0.5,3.0,True
592,0,-0.25,18.0,1.0,0.5,1.0,True
593,1,-0.125,16.625,2.0,0.75,3.0,False
594,1,-0.375,16.375,0.0,0.75,2.0,False
595,1,-1.0,15.5,0.0,0.5,3.0,False
596,0,-1.25,15.125,0.0,0.5,1.0,False
597,1,-1.5,15.0,0.0,0.5,2.0,True
598,1,-1.0,16.375,1.0,0.75,4.0,True
599,1,-0.375,17.5,2.0,1.0,3.0,False
600,1,-1.0,18.375,0.0,0.75,2.0,False
601,1,-1.25,18.125,0.0,0.5,2.0,False
602,0,-1.0,17.0,0.0,0.5,2.0,True
603,0,-0.375,17.0,1.0,0.75,2.0,False
604,1,-0.5,17.625,0.0,0.75,2.0,True
605,1,0.0,19.25,1.0,1.0,3.0,True
606,1,-0.25,18.875,2.0,1.0,2.0,False
607,1,-0.875,17.625,0.0,0.75,2.0,False
608,0,-0.75,18.25,0.0,0.75,2.0,False
609,1,-0.875,19.25,0.0,0.75,1.0,False
610,0,-1.125,21.25,0.0,0.75,3.0,False
611,0,-1.625,21.375,0.0,0.5,2.0,False
612,0,-1.125,21.5,0.0,0.5,1.0,False
613,1,-1.75,20.5,0.0,0.25,2.0,False
614,1,-2.125,20.375,0.0,0.0,2.0,False
615,0,-2.125,21.25,0.0,0.0,2.0,True
616,0,-1.625,20.875,1.0,0.25,1.0,True
617,1,-1.25,21.25,2.0,0.5,3.0,True
618,0,-0.75,20.0,3.0,0.75,2.0,False
619,0,-1.0,21.125,0.0,0.75,1.0,False
620,1,-1.5,19.625,0.0,0.75,2.0,False
621,1,0.0,0.0,0.0,0.0,0.0,False
622,1,0.0,0.0,0.0,0.0,1.0,True
623,1,0.0,0.0,1.0,0.0,2.0,True
624,1,0.0,0.0,2.0,0.0,2.0,True
625,0,0.0,0.0,3.0,0.0,2.0,False
626,0,0.0,0.0,0.0,0.0,1.0,False
627,1,0.0,0.0,0.0,0.0,2.0,False
628,1,0.0,0.0,0.0,0.0,3.0,False
629,1,-0.5,17.0,0.0,0.75,1.0,False
630,0,-0.875,17.75,0.0,0.75,4.0,False
631,0,-1.375,19.0,0.0,0.5,1.0,False
632,0,-1.625,20.75,0.0,0.25,2.0,False
633,0,-2.125,22.125,0.0,0.0,2.0,False
634,0,-2.375,22.25,0.0,0.0,1.0,True
635,0,-1.875,21.5,1.0,0.25,2.0,False
636,1,-1.75,22.375,0.0,0.25,3.0,True
637,1,-1.375,23.375,1.0,0.5,2.0,False
638,1,-1.625,22.875,0.0,0.5,2.0,True
639,1,-1.125,22.5,1.0,0.75,2.0,False
640,0,-1.125,20.75,0.0,0.75,4.0,True
641,0,-0.375,20.625,1.0,1.0,2.0,False
642,0,-0.25,20.25,0.0,1.0,1.0,False
643,1,-0.5,20.0,0.0,0.75,3.0,True
644,1,-0.125,19.625,1.0,1.0,2.0,False
645,1,-0.5,18.125,0.0,0.75,2.0,False
646,0,0.125,19.625,0.0,0.75,3.0,False
647,0,-0.125,19.375,0.0,0.5,2.0,True
648,0,0.5,19.75,1.0,0.75,2.0,False
649,0,-0.125,18.75,0.0,0.5,1.0,False
650,0,-0.375,18.375,0.0,0.5,2.0,False
651,1,-0.625,18.375,0.0,0.5,3.0,True
652,1,-0.5,17.25,1.0,0.5,2.0,False
653,1,-0.375,16.375,0.0,0.5,2.0,True
654,1,0.0,15.0,1.0,0.75,2.0,False
655,0,-0.25,14.625,0.0,0.75,1.0,False
656,1,-1.125,13.75,0.0,0.5,5.0,True
657,1,-0.75,13.875,1.0,0.75,2.0,True
658,0,-0.25,14.875,2.0,1.0,1.0,False
659,1,0.0,16.0,0.0,1.0,2.0,True
660,1,-0.125,14.875,1.0,1.0,2.0,True
661,1,0.375,15.0,2.0,1.25,2.0,True
662,0,0.25,14.875,3.0,1.25,1.0,False
663,0,0.375,13.875,0.0,1.25,3.0,False
664,0,0.625,16.75,0.0,1.25,2.0,False
665,1,0.5,17.625,0.0,1.0,3.0,False
666,1,0.25,17.375,0.0,0.75,2.0,True
667,1,0.375,17.75,1.0,1.0,3.0,True
668,0,0.375,19.625,2.0,1.0,2.0,False
669,0,-0.25,21.25,0.0,0.75,3.0,True
670,0,-0.375,21.375,1.0,0.75,1.0,False
671,1,-0.5,22.375,0.0,0.75,7.0,False
672,1,-0.75,19.25,0.0,0.75,2.0,False
673,0,-1.125,19.625,0.0,0.75,3.0,False
674,0,-1.25,18.375,0.0,0.75,2.0,True
675,0,-1.0,15.75,1.0,0.75,2.0,False
676,0,-1.25,16.125,0.0,0.5,1.0,True
677,0,-0.75,14.625,1.0,0.75,2.0,False
678,0,-1.375,15.75,0.0,0.5,2.0,False
679,1,-1.125,14.625,0.0,0.5,2.0,True
680,1,-0.625,16.125,1.0,0.75,1.0,False
681,1,-0.375,15.125,0.0,0.75,6.0,False
682,1,-0.5,15.375,0.0,0.75,3.0,False
683,0,-1.0,16.0,0.0,0.5,2.0,False
684,0,-1.125,15.75,0.0,0.5,2.0,True
685,0,-1.25,17.375,1.0,0.5,1.0,True
686,1,-0.625,16.75,2.0,0.75,2.0,False
687,1,-0.625,17.5,0.0,0.75,2.0,False
688,1,-0.875,18.375,0.0,0.5,2.0,False
689,1,-1.125,18.375,0.0,0.5,2.0,False
690,1,-1.125,20.625,0.0,0.5,3.0,False
691,0,-1.25,22.25,0.0,0.5,2.0,False
692,0,-1.25,21.375,0.0,0.5,3.0,True
693,0,-1.25,20.375,1.0,0.5,2.0,False
694,0,-1.75,19.75,0.0,0.25,2.0,True
695,0,-1.375,20.25,1.0,0.5,1.0,False
696,1,-1.375,18.375,0.0,0.5,2.0,False
697,1,-1.375,19.625,0.0,0.5,3.0,False
698,1,-1.25,17.75,0.0,0.5,2.0,False
699,0,-1.25,17.0,0.0,0.5,2.0,False
700,0,-1.25,17.5,0.0,0.5,2.0,False
701,1,-1.5,17.0,0.0,0.25,2.0,False
702,0,-1.25,17.0,0.0,0.25,1.0,False
703,1,0.0,0.0,0.0,0.0,0.0,True
704,1,0.0,0.0,1.0,0.0,3.0,False
705,1,0.0,0.0,0.0,0.0,2.0,False
706,1,0.0,0.0,0.0,0.0,2.0,False
707,0,0.0,0.0,0.0,0.0,3.0,True
708,0,0.0,0.0,1.0,0.0,2.0,False
709,0,0.0,0.0,0.0,0.0,1.0,True
710,0,0.0,0.0,1.0,0.0,2.0,True
711,0,0.125,15.25,2.0,1.0,2.0,True
712,1,0.125,15.125,3.0,1.0,2.0,True
713,1,0.625,15.625,4.0,1.25,4.0,False
714,1,0.75,15.625,0.0,1.25,2.0,False
715,1,0.875,16.125,0.0,1.25,3.0,True
716,1,0.75,17.625,1.0,1.25,2.0,False
717,0,1.0,17.25,0.0,1.25,1.0,True
718,0,1.0,17.375,1.0,1.25,2.0,False
719,0,0.25,16.25,0.0,1.0,2.0,False
720,0,-0.5,17.125,0.0,0.75,3.0,True
721,1,-0.875,17.625,1.0,0.75,2.0,False
722,1,-1.125,18.5,0.0,0.75,2.0,False
723,0,-1.0,18.625,0.0,0.75,3.0,True
724,0,-0.875,17.125,1.0,0.75,1.0,True
725,0,-0.375,16.375,2.0,1.0,2.0,False
726,0,-0.75,18.75,0.0,0.75,2.0,False
727,0,-0.375,20.125,0.0,0.75,2.0,False
728,0,-0.125,20.0,0.0,0.75,2.0,True
729,1,0.0,19.375,1.0,0.75,2.0,True
730,1,0.5,18.25,2.0,1.0,3.0,True
731,1,1.0,18.75,3.0,1.25,2.0,False
732,0,0.25,18.75,0.0,1.0,2.0,False
733,0,-0.375,18.75,0.0,0.75,2.0,False
734,1,-0.75,17.375,0.0,0.75,2.0,False
735,1,-1.5,16.75,0.0,0.75,2.0,True
736,1,-1.0,16.75,1.0,1.0,2.0,False
737,1,-1.875,17.75,0.0,0.75,2.0,False
738,0,-2.25,19.125,0.0,0.5,2.0,False
739,1,-2.75,20.25,0.0,0.25,2.0,False
740,1,-2.625,20.875,0.0,0.25,5.0,True
741,1,-2.0,22.0,1.0,0.5,2.0,False
742,1,-1.625,22.375,0.0,0.5,3.0,False
743,0,-1.5,23.125,0.0,0.5,4.0,False
744,0,-1.625,25.125,0.0,0.25,1.0,False
745,0,-1.375,26.125,0.0,0.25,2.0,False
746,0,-1.375,25.375,0.0,0.25,3.0,True
747,0,-0.875,25.0,1.0,0.5,2.0,True
748,0,-0.5,24.125,2.0,0.75,6.0,False
749,0,-1.25,24.375,0.0,0.5,1.0,False
750,1,-1.25,24.0,0.0,0.5,2.0,True
751,1,-0.125,23.125,1.0,0.75,2.0,False
752,1,-0.625,20.375,0.0,0.75,5.0,True
753,1,-0.125,18.25,1.0,1.0,2.0,True
754,1,0.375,18.125,2.0,1.25,2.0,False
755,0,-0.25,17.625,0.0,1.0,3.0,False
756,0,-0.625,18.375,0.0,0.75,2.0,False
757,0,-0.625,18.25,0.0,0.75,1.0,False
758,0,-0.875,19.75,0.0,0.75,2.0,True
759,1,-0.625,20.875,1.0,0.75,3.0,False
760,0,-0.25,20.75,0.0,0.75,1.0,False
761,1,-0.75,23.0,0.0,0.5,2.0,True
762,1,-0.375,24.0,1.0,0.5,3.0,False
763,0,-0.25,25.5,0.0,0.5,3.0,False
764,0,-0.375,25.625,0.0,0.5,2.0,True
765,0,0.25,25.375,1.0,0.75,1.0,False
766,1,0.375,24.0,0.0,0.75,2.0,False
767,1,-0.5,22.625,0.0,0.5,2.0,False
768,1,-0.5,24.875,0.0,0.5,3.0,True
769,1,0.0,23.625,1.0,0.75,2.0,False
770,1,-0.75,24.5,0.0,0.5,2.0,False
771,0,-1.0,24.75,0.0,0.5,2.0,False
772,0,-0.75,26.125,0.0,0.5,1.0,False
773,0,-1.375,27.625,0.0,0.25,2.0,False
774,1,-1.5,28.625,0.0,0.25,3.0,False
775,0,-1.625,31.875,0.0,0.25,3.0,False
776,0,-1.875,33.25,0.0,0.25,2.0,True
777,0,-1.625,33.375,1.0,0.25,1.0,False
778,0,-1.875,31.125,0.0,0.25,2.0,True
779,1,-1.125,28.875,1.0,0.5,2.0,True
780,1,-0.625,27.625,2.0,0.75,2.0,True
781,1,-0.125,26.25,3.0,1.0,2.0,True
782,1,0.375,26.25,4.0,1.25,3.0,False
783,1,0.625,23.25,0.0,1.25,2.0,True
784,0,1.125,20.375,1.0,1.5,2.0,False
785,1,0.0,0.0,0.0,0.0,0.0,True
786,0,0.0,0.0,1.0,0.0,3.0,False
787,0,0.0,0.0,0.0,0.0,3.0,False
788,0,0.0,0.0,0.0,0.0,2.0,True
789,0,0.0,0.0,1.0,0.0,2.0,True
790,0,0.0,0.0,2.0,0.0,3.0,True
791,0,0.0,0.0,3.0,0.0,2.0,False
792,1,0.0,0.0,0.0,0.0,2.0,True
793,1,0.125,20.375,1.0,1.25,2.0,False
794,0,-0.625,21.0,0.0,1.0,2.0,False
795,0,-0.25,23.875,0.0,1.0,1.0,False
796,1,-0.375,23.75,0.0,1.0,2.0,False
797,1,-1.375,24.5,0.0,0.75,2.0,True
798,1,-1.125,24.75,1.0,0.75,2.0,True
799,1,-1.0,24.125,2.0,0.75,2.0,True
800,0,-0.5,26.625,3.0,1.0,4.0,False
801,0,-0.625,26.375,0.0,0.75,2.0,True
802,0,0.125,25.625,1.0,1.0,2.0,False
803,0,0.125,22.0,0.0,1.0,2.0,False
804,0,0.375,21.5,0.0,1.0,1.0,False
805,0,0.625,20.5,0.0,1.0,2.0,False
806,1,-0.25,20.125,0.0,0.75,2.0,False
807,1,-0.625,19.375,0.0,0.5,2.0,False
808,0,-1.125,17.875,0.0,0.25,2.0,False
809,0,-1.25,18.75,0.0,0.25,2.0,False
810,0,-2.125,20.125,0.0,0.0,1.0,True
811,1,-1.875,20.875,1.0,0.25,3.0,False
812,1,-1.875,21.125,0.0,0.25,2.0,False
813,1,-1.625,22.25,0.0,0.25,2.0,False
814,1,-1.25,23.25,0.0,0.25,3.0,False
815,1,-1.25,23.875,0.0,0.25,2.0,True
816,0,-0.625,23.5,1.0,0.5,3.0,True
817,0,0.125,21.375,2.0,0.75,2.0,True
818,0,0.75,19.875,3.0,1.0,2.0,False
819,1,0.375,20.0,0.0,0.75,2.0,True
820,1,1.0,20.875,1.0,1.0,1.0,True
821,1,1.375,20.625,2.0,1.25,2.0,False
822,1,1.125,20.25,0.0,1.25,2.0,True
823,1,1.75,19.5,1.0,1.5,2.0,False
824,0,1.375,19.25,0.0,1.25,5.0,True
825,0,1.0,22.375,1.0,1.25,2.0,True
826,0,1.0,22.75,2.0,1.25,2.0,False
827,0,0.625,22.875,0.0,1.25,2.0,True
828,0,0.25,22.5,1.0,1.25,1.0,False
829,0,-0.25,22.75,0.0,1.0,2.0,False
830,1,-0.5,23.625,0.0,1.0,5.0,False
831,1,-1.125,23.875,0.0,0.75,3.0,True
832,1,-0.5,25.75,1.0,1.0,3.0,False
833,1,-0.75,23.75,0.0,0.75,2.0,True
834,1,-0.75,24.0,1.0,0.75,2.0,True
835,1,-0.125,24.25,2.0,1.0,3.0,False
836,0,-0.625,22.75,0.0,0.75,10.0,True
837,0,0.125,21.625,1.0,1.0,2.0,False
838,0,0.625,20.875,0.0,1.0,1.0,False
839,0,0.625,20.875,0.0,1.0,2.0,False
840,1,0.0,18.75,0.0,0.75,2.0,False
841,1,0.0,20.0,0.0,0.75,2.0,False
842,0,-0.75,19.75,0.0,0.5,2.0,False
843,0,-1.0,19.125,0.0,0.25,1.0,False
844,0,-0.625,20.125,0.0,0.25,2.0,False
845,1,-1.25,20.625,0.0,0.0,5.0,False
846,1,-1.25,21.625,0.0,0.0,2.0,False
847,1,-1.625,20.25,0.0,0.0,2.0,True
848,0,-1.0,20.625,1.0,0.25,2.0,False
849,0,-1.0,18.75,0.0,0.25,1.0,False
850,0,-0.75,20.25,0.0,0.25,3.0,False
851,1,-1.0,23.5,0.0,0.25,3.0,True
852,0,-0.875,23.75,1.0,0.5,1.0,False
853,1,-0.875,24.625,0.0,0.5,2.0,False
854,1,-1.25,25.375,0.0,0.5,4.0,True
855,1,-0.375,25.75,1.0,0.75,2.0,False
856,0,-0.875,25.25,0.0,0.5,2.0,False
857,0,-0.875,25.875,0.0,0.5,1.0,True
858,1,-0.375,25.5,1.0,0.75,2.0,True
859,1,0.375,23.0,2.0,1.0,3.0,False
860,1,0.0,23.25,0.0,0.75,1.0,False
861,1,-0.5,23.5,0.0,0.75,2.0,False
862,1,-0.125,23.75,0.0,0.75,2.0,False
863,1,-0.5,24.375,0.0,0.5,2.0,False
864,1,-0.5,25.75,0.0,0.5,3.0,True
865,0,-0.25,24.625,1.0,0.75,2.0,False
866,0,-0.5,23.0,0.0,0.5,2.0,False
867,0,0.0,0.0,0.0,0.0,0.0,False
868,0,0.0,0.0,0.0,0.0,3.0,False
869,1,0.0,0.0,0.0,0.0,4.0,True
870,1,0.0,0.0,1.0,0.0,3.0,False
871,1,0.0,0.0,0.0,0.0,3.0,True
872,0,0.0,0.0,1.0,0.0,2.0,False
873,0,0.0,0.0,0.0,0.0,2.0,False
874,0,0.0,0.0,0.0,0.0,1.0,True
875,0,0.75,18.125,1.0,0.75,2.0,True
876,1,1.25,17.625,2.0,1.0,3.0,False
877,1,1.625,18.5,0.0,1.0,3.0,True
878,0,1.5,18.0,1.0,1.0,2.0,True
879,0,1.75,17.125,2.0,1.25,2.0,False
880,0,1.125,15.625,0.0,1.0,1.0,True
881,1,1.5,14.625,1.0,1.25,3.0,False
882,0,1.5,16.625,0.0,1.25,2.0,False
883,0,1.0,17.5,0.0,1.0,1.0,False
884,1,0.25,17.0,0.0,0.75,2.0,False
885,1,0.125,18.25,0.0,0.75,2.0,True
886,1,-0.25,19.5,1.0,0.75,2.0,False
887,1,-0.75,20.0,0.0,0.5,2.0,False
888,0,-0.75,20.5,0.0,0.5,3.0,False
889,0,-1.75,20.875,0.0,0.25,2.0,True
890,0,-1.25,17.875,1.0,0.5,2.0,False
891,0,-0.875,15.75,0.0,0.5,2.0,False
892,0,-0.625,16.5,0.0,0.5,2.0,False
893,0,-0.75,19.125,0.0,0.5,3.0,True
894,1,-0.75,17.25,1.0,0.5,1.0,False
895,1,-0.625,17.25,0.0,0.5,2.0,True
896,1,-0.125,18.125,1.0,0.75,4.0,True
897,1,0.625,20.5,2.0,1.0,3.0,False
898,1,-0.125,21.75,0.0,0.75,2.0,True
899,0,0.0,22.125,1.0,1.0,2.0,False
900,0,-0.125,21.125,0.0,1.0,1.0,False
901,1,-0.25,18.875,0.0,1.0,2.0,False
902,1,-0.75,19.875,0.0,0.75,2.0,True
903,1,-0.5,20.5,1.0,1.0,2.0,True
904,1,-0.5,21.75,2.0,1.0,2.0,True
905,1,-0.375,20.75,3.0,1.0,5.0,True
906,0,0.125,21.75,4.0,1.25,1.0,True
907,1,0.375,21.625,5.0,1.25,4.0,True
908,1,0.875,23.25,6.0,1.5,2.0,True
909,0,1.375,23.5,7.0,1.75,3.0,False
910,0,1.125,22.5,0.0,1.75,2.0,False
911,0,0.625,22.5,0.0,1.5,2.0,True
912,0,0.625,19.75,1.0,1.5,1.0,True
913,0,0.75,17.875,2.0,1.5,2.0,False
914,1,0.125,16.5,0.0,1.25,2.0,True
915,1,0.0,16.75,1.0,1.25,2.0,True
916,1,0.125,16.875,2.0,1.25,9.0,True
917,0,0.25,15.875,3.0,1.25,2.0,True
918,0,1.125,15.5,4.0,1.5,3.0,True
919,0,1.625,14.875,5.0,1.75,1.0,False
920,0,1.25,17.125,0.0,1.5,2.0,False
921,0,0.375,19.75,0.0,1.25,2.0,False
922,1,0.625,19.25,0.0,1.25,2.0,False
923,1,-0.125,19.5,0.0,1.0,2.0,True
924,1,0.0,19.0,1.0,1.0,2.0,True
925,1,0.125,18.875,2.0,1.0,4.0,False
926,1,-0.75,19.125,0.0,0.75,3.0,False
927,1,-0.875,20.125,0.0,0.5,3.0,True
928,0,-0.125,20.375,1.0,0.75,3.0,True
929,0,0.5,19.375,2.0,1.0,2.0,False
930,0,0.375,20.75,0.0,1.0,2.0,False
931,0,0.625,21.0,0.0,1.0,1.0,False
932,1,-0.125,21.0,0.0,0.75,3.0,False
933,1,-0.75,22.0,0.0,0.5,2.0,True
934,1,0.125,23.625,1.0,0.75,2.0,False
935,1,0.0,23.125,0.0,0.75,2.0,False
936,0,0.0,0.0,0.0,0.0,0.0,True
937,0,0.0,0.0,1.0,0.0,1.0,False
938,0,0.0,0.0,0.0,0.0,2.0,False
939,0,0.0,0.0,0.0,0.0,2.0,False
940,1,0.0,0.0,0.0,0.0,2.0,False
941,1,0.0,0.0,0.0,0.0,1.0,False
942,1,0.0,0.0,0.0,0.0,2.0,False
943,1,0.0,0.0,0.0,0.0,2.0,True
944,1,-1.0,23.375,1.0,0.5,2.0,True
945,1,-0.75,23.0,2.0,0.5,1.0,True
946,0,0.0,22.75,3.0,0.75,2.0,True
947,0,0.75,23.125,4.0,1.0,2.0,False
948,0,0.625,25.125,0.0,1.0,1.0,False
949,0,0.375,24.125,0.0,1.0,2.0,False
950,0,0.375,24.5,0.0,1.0,2.0,False
951,0,0.25,23.625,0.0,1.0,2.0,False
952,1,-0.75,23.875,0.0,0.75,3.0,False
953,1,-1.5,23.375,0.0,0.5,2.0,True
954,1,-1.625,23.0,1.0,0.5,2.0,False
955,0,-2.125,23.125,0.0,0.25,2.0,True
956,1,-1.125,21.125,1.0,0.5,2.0,False
957,1,-1.125,20.875,0.0,0.5,2.0,False
958,1,-0.75,19.625,0.0,0.5,2.0,False
959,1,-0.375,18.875,0.0,0.5,2.0,False
960,0,-0.5,17.125,0.0,0.5,4.0,True
961,0,0.25,17.125,1.0,0.75,1.0,False
962,1,-0.375,16.125,0.0,0.5,2.0,True
963,1,0.0,16.75,1.0,0.75,2.0,True
964,1,-0.25,17.5,2.0,0.75,2.0,False
965,1,0.0,16.625,0.0,0.75,2.0,False
966,1,-0.375,16.75,0.0,0.75,3.0,True
967,0,-0.125,17.375,1.0,1.0,2.0,True
968,0,0.375,16.625,2.0,1.25,2.0,False
969,0,-0.125,18.875,0.0,1.0,2.0,True
970,0,0.375,18.875,1.0,1.25,1.0,False
971,1,0.125,19.625,0.0,1.0,2.0,False
972,1,-0.625,19.5,0.0,0.75,2.0,False
973,1,-1.125,19.875,0.0,0.75,25.0,True
974,1,-0.5,19.0,1.0,1.0,2.0,True
975,1,-0.25,17.375,2.0,1.0,2.0,False
976,1,-0.75,19.0,0.0,0.75,2.0,True
977,0,-0.5,17.625,1.0,1.0,2.0,False
978,0,-0.75,19.375,0.0,0.75,2.0,False
979,0,-1.125,19.0,0.0,0.75,1.0,False
980,0,-1.0,19.0,0.0,0.75,2.0,False
981,1,-1.0,19.375,0.0,0.75,2.0,False
982,1,-1.375,20.375,0.0,0.5,1.0,False
983,0,-2.125,20.75,0.0,0.25,2.0,True
984,0,-1.375,20.625,1.0,0.5,2.0,False
985,0,-1.75,19.875,0.0,0.25,2.0,True
986,0,-1.375,18.875,1.0,0.5,1.0,False
987,0,-1.625,18.25,0.0,0.5,2.0,False
988,0,-1.625,17.25,0.0,0.5,2.0,True
989,1,-0.75,16.125,1.0,0.75,1.0,False
990,1,-0.625,14.75,0.0,0.75,2.0,True
991,0,0.0,14.0,1.0,1.0,1.0,False
992,0,0.0,0.0,0.0,0.0,0.0,False
993,0,0.0,0.0,0.0,0.0,2.0,False
994,0,0.0,0.0,0.0,0.0,1.0,False
995,0,0.0,0.0,0.0,0.0,3.0,False
996,0,0.0,0.0,0.0,0.0,2.0,True
997,0,0.0,0.0,1.0,0.0,2.0,True
998,1,0.0,0.0,2.0,0.0,3.0,False
999,1,0.0,0.0,0.0,0.0,2.0,False
1000,1,-0.25,22.125,0.0,0.5,2.0,False
1001,1,-0.375,21.625,0.0,0.5,3.0,True
1002,1,-0.25,21.75,1.0,0.75,3.0,False
1003,1,-0.125,23.375,0.0,0.75,2.0,True
1004,1,0.625,24.125,1.0,1.0,2.0,False
1005,0,0.125,22.75,0.0,0.75,2.0,False
1006,0,-0.875,21.625,0.0,0.5,2.0,False
1007,0,-1.125,23.0,0.0,0.5,1.0,False
1008,1,-1.5,20.875,0.0,0.5,3.0,False
1009,1,-1.625,20.5,0.0,0.5,2.0,True
1010,1,-1.625,20.25,1.0,0.5,2.0,False
1011,0,-1.625,20.75,0.0,0.5,3.0,False
1012,0,-2.375,22.625,0.0,0.25,2.0,False
1013,0,-2.5,23.875,0.0,0.25,2.0,False
1014,0,-1.875,23.5,0.0,0.25,1.0,True
1015,0,-1.375,21.125,1.0,0.5,2.0,True
1016,1,-0.375,20.875,2.0,0.75,3.0,False
1017,1,-0.5,20.375,0.0,0.75,2.0,True
1018,1,-0.125,21.5,1.0,0.75,2.0,False
1019,1,0.0,21.25,0.0,0.75,2.0,False
1020,1,0.375,20.875,0.0,0.75,2.0,True
1021,1,0.75,20.875,1.0,1.0,2.0,True
1022,0,1.0,21.25,2.0,1.25,2.0,True
1023,0,1.25,21.625,3.0,1.25,13.0,True
1024,0,0.875,22.625,4.0,1.25,1.0,False
1025,0,1.25,23.75,0.0,1.25,2.0,True
1026,0,1.125,22.375,1.0,1.25,10.0,False
1027,0,0.75,23.375,0.0,1.25,2.0,False
1028,0,0.5,22.625,0.0,1.25,2.0,False
1029,0,0.0,25.25,0.0,1.0,1.0,True
1030,0,0.125,26.0,1.0,1.0,2.0,True
1031,1,0.0,27.75,2.0,1.0,3.0,False
1032,1,-0.125,26.125,0.0,0.75,2.0,False
1033,1,-0.375,25.625,0.0,0.75,2.0,False
1034,0,-0.875,25.125,0.0,0.5,2.0,True
1035,0,0.0,23.25,1.0,0.75,2.0,False
1036,0,0.125,22.0,0.0,0.75,2.0,True
1037,0,0.75,21.125,1.0,1.0,1.0,False
1038,1,0.25,21.625,0.0,0.75,7.0,True
1039,1,0.5,21.0,1.0,0.75,1.0,False
1040,1,0.125,23.0,0.0,0.75,3.0,True
1041,0,0.5,24.875,1.0,1.0,5.0,True
1042,1,0.75,25.25,2.0,1.25,2.0,False
1043,1,-0.125,26.875,0.0,1.0,2.0,True
1044,1,0.375,28.375,1.0,1.25,3.0,True
1045,0,0.875,28.375,2.0,1.25,3.0,True
1046,0,1.5,26.75,3.0,1.5,1.0,False
1047,0,0.375,27.875,0.0,1.25,3.0,True
