,home_or_away,avgGoalDif,avgHF,winStreak,avgPPG,daysSinceLast,win
1048,0,0.875,26.125,1.0,1.5,2.0,True
1049,1,1.0,24.75,2.0,1.5,4.0,True
1050,1,1.125,25.125,3.0,1.5,2.0,False
1051,1,1.375,25.125,0.0,1.5,2.0,False
1052,1,0.875,25.0,0.0,1.25,2.0,True
1053,1,0.5,24.375,1.0,1.25,2.0,False
1054,1,0.0,24.375,0.0,1.0,2.0,False
1055,1,0.25,23.125,0.0,1.0,1.0,False
1056,0,0.0,23.75,0.0,0.75,3.0,True
1057,0,0.0,22.125,1.0,0.75,1.0,False
1058,0,-0.375,22.125,0.0,0.5,2.0,True
1059,0,0.125,21.25,1.0,0.75,2.0,False
1060,1,-0.125,20.5,0.0,0.75,2.0,False
1061,1,-0.625,20.75,0.0,0.5,4.0,False
1062,0,-0.625,22.0,0.0,0.5,3.0,True
1063,0,0.25,24.5,1.0,0.75,1.0,True
1064,1,0.875,25.5,2.0,1.0,2.0,True
1065,1,0.875,26.75,3.0,1.0,3.0,True
1066,1,1.125,27.75,4.0,1.25,2.0,True
1067,1,1.5,28.5,5.0,1.25,4.0,True
1068,1,2.375,29.5,6.0,1.5,1.0,False
1069,0,2.5,29.0,0.0,1.5,2.0,False
1070,0,2.25,28.0,0.0,1.5,2.0,False
1071,1,1.375,24.375,0.0,1.25,3.0,True
1072,1,1.25,22.375,1.0,1.25,2.0,True
1073,0,1.125,21.875,2.0,1.25,1.0,False
1074,0,0.0,0.0,0.0,0.0,0.0,False
1075,0,0.0,0.0,0.0,0.0,3.0,False
1076,0,0.0,0.0,0.0,0.0,2.0,False
1077,0,0.0,0.0,0.0,0.0,1.0,False
1078,0,0.0,0.0,0.0,0.0,2.0,False
1079,1,0.0,0.0,0.0,0.0,2.0,False
1080,1,0.0,0.0,0.0,0.0,2.0,False
1081,0,0.0,0.0,0.0,0.0,3.0,True
1082,1,-1.375,24.75,1.0,0.25,1.0,True
1083,1,-0.625,23.75,2.0,0.5,4.0,False
1084,1,-0.875,24.0,0.0,0.5,2.0,True
1085,1,-0.25,22.25,1.0,0.75,2.0,False
1086,0,-0.125,23.375,0.0,0.75,3.0,True
1087,0,0.25,24.875,1.0,1.0,1.0,False
1088,0,0.375,21.875,0.0,1.0,3.0,False
1089,0,0.375,23.25,0.0,1.0,1.0,False
1090,0,-0.125,22.625,0.0,0.75,2.0,True
1091,1,-0.5,21.125,1.0,0.75,3.0,True
1092,1,0.25,22.125,2.0,1.0,3.0,False
1093,0,-0.25,22.75,0.0,0.75,2.0,True
1094,0,-0.125,21.5,1.0,1.0,3.0,True
1095,0,0.125,22.5,2.0,1.0,1.0,True
1096,1,0.625,24.0,3.0,1.25,2.0,False
1097,1,0.25,21.5,0.0,1.25,2.0,False
1098,1,0.125,22.375,0.0,1.25,2.0,True
1099,1,0.125,24.125,1.0,1.25,2.0,True
1100,0,-0.125,22.5,2.0,1.25,2.0,True
1101,1,0.125,21.25,3.0,1.5,3.0,False
1102,0,-0.375,22.75,0.0,1.25,4.0,False
1103,1,-0.875,22.0,0.0,1.0,3.0,False
1104,1,-1.5,23.25,0.0,0.75,2.0,False
1105,1,-1.5,24.25,0.0,0.75,3.0,False
1106,0,-1.0,24.625,0.0,0.75,1.0,True
1107,1,-0.75,24.5,1.0,0.75,4.0,True
1108,0,-0.375,26.0,2.0,0.75,2.0,False
1109,0,-0.75,26.625,0.0,0.5,2.0,False
1110,1,-0.5,26.0,0.0,0.5,3.0,False
1111,1,-1.0,25.5,0.0,0.5,2.0,True
1112,0,-0.25,24.375,1.0,0.75,3.0,False
1113,0,-0.125,25.25,0.0,0.75,2.0,False
1114,0,-0.25,24.5,0.0,0.75,2.0,False
1115,0,-0.75,26.0,0.0,0.5,2.0,False
1116,0,-1.375,24.625,0.0,0.25,1.0,False
1117,1,-1.125,26.0,0.0,0.25,3.0,False
1118,1,-1.375,26.375,0.0,0.25,2.0,False
1119,1,-1.25,26.625,0.0,0.25,1.0,False
1120,1,-1.75,25.75,0.0,0.0,3.0,True
1121,0,-1.0,24.5,1.0,0.25,1.0,False
1122,1,-1.5,24.5,0.0,0.25,2.0,True
1123,0,-1.0,23.5,1.0,0.5,10.0,False
1124,0,-1.0,25.375,0.0,0.5,2.0,False
1125,0,-1.125,24.125,0.0,0.5,1.0,True
1126,0,-0.625,24.25,1.0,0.75,2.0,False
1127,1,-0.625,23.625,0.0,0.75,2.0,False
1128,1,-1.0,23.625,0.0,0.75,2.0,False
1129,1,-1.625,24.625,0.0,0.5,3.0,True
1130,0,-0.5,26.0,1.0,0.75,3.0,False
1131,0,-0.875,26.0,0.0,0.5,2.0,True
1132,1,-0.625,23.125,1.0,0.75,2.0,False
1133,0,-0.75,23.25,0.0,0.75,2.0,True
1134,1,-0.75,23.375,1.0,0.75,3.0,False
